Frm,Track,xc,yc,w,h,Velocity(kmph)
1055,64,1635,1283,65,76,2.00189421130886
1055,67,649,1661,259,86,35.2557231652039
1056,79,1290,1116,227,107,33.9371931042687
1056,12,3459,1884,183,99,0.683012495481355
1056,87,262,1237,104,42,23.5251875330193
1056,81,2174,1566,182,92,58.5855057527183
1056,6,2444,440,84,53,0.754911554386388
1056,86,1663,2088,39,53,5.4294721885096
1056,84,3488,1640,133,49,44.9135655855589
1056,4,2350,377,73,48,2.514288257058
1056,8,2499,626,75,64,1.50457387052143
1056,88,3496,1638,50,50,0
1056,10,2663,644,88,56,0.779402495296248
1056,74,1196,728,209,180,19.7045238181367
1056,71,226,1661,92,42,36.4645833085059
1056,83,3208,1726,102,44,33.7737571690221
1056,15,3612,619,123,44,0.44702720302445
1056,66,2922,1086,244,106,47.5731561512948
1056,7,2799,630,78,56,0.878301875222871
1056,9,2401,499,59,59,0.680920259569386
1056,52,2393,1324,50,86,0.374910794745885
1056,5,2462,388,85,48,-0.082121814980359
1056,75,872,1480,95,40,48.7774560006589
1056,64,1636,1282,65,76,2.38920950093781
1056,67,636,1660,261,86,35.7183781605145
1057,79,1302,1116,227,107,34.2974150482542
1057,12,3459,1884,182,98,0.528555638876709
1057,87,270,1238,102,42,24.0947119064208
1057,81,2154,1566,182,92,58.6360418964056
1057,6,2444,439,84,53,1.08786432076188
1057,86,1663,2086,38,52,4.96053709735512
1057,84,3473,1640,133,49,44.9592576840365
1057,4,2351,377,74,49,2.61869769539802
1057,8,2499,626,75,64,1.26387866306289
1057,88,3479,1638,52,50,49.3928814329818
1057,10,2663,644,88,55,0.67663196181433
1057,74,1201,722,208,182,20.226353630573
1057,71,214,1661,92,41,36.1789046799482
1057,83,3196,1727,104,44,33.9824287492031
1057,15,3612,618,123,45,0.826487729857207
1057,66,2938,1086,245,105,47.5436381115025
1057,7,2799,629,78,56,1.22348984670384
1057,9,2401,499,59,59,0.53361246392482
1057,52,2394,1324,50,86,0.771321730530454
1057,5,2462,388,85,48,-0.0936268510803206
1057,75,855,1479,96,39,48.9390541523579
1057,64,1636,1282,65,76,2.06091976583707
1057,67,625,1659,260,87,35.183574247498
1058,79,1314,1115,227,107,34.6279807282477
1058,12,3460,1884,182,98,0.870709763033682
1058,87,277,1239,101,42,22.8257435027414
1058,81,2134,1566,182,92,58.6726443863964
1058,6,2444,439,84,53,0.91395875534887
1058,86,1662,2085,38,50,4.00043856531788
1058,84,3459,1641,133,48,44.4650073703004
1058,4,2349,376,71,48,3.30234827536246
1058,8,2499,626,75,64,1.04413751323905
1058,88,3471,1638,59,50,23.7937324065239
1058,10,2663,644,88,55,0.58078915898127
1058,74,1205,718,207,183,19.6680733049342
1058,71,200,1662,91,41,36.8972204970057
1058,83,3184,1727,103,44,34.1529267011794
1058,15,3612,618,122,45,0.695294148543583
1058,66,2954,1087,244,106,47.5200736966914
1058,7,2799,629,78,57,1.05780838899043
1058,9,2400,499,58,59,0.881665445601693
1058,52,2394,1324,50,85,0.655104147070064
1058,5,2462,388,85,48,-0.101859891841085
1058,75,838,1478,96,40,49.0838479744946
1058,64,1636,1283,64,75,2.23524224404452
1058,67,613,1658,261,87,35.1695298662712
1059,79,1326,1114,226,106,34.9107567503173
1059,12,3460,1884,181,97,0.707693058155007
1059,87,284,1239,101,41,21.9687383126818
1059,81,2113,1565,180,91,59.1874644240874
1059,6,2444,440,84,53,1.23418201299876
1059,86,1661,2084,38,48,3.40645894363479
1059,84,3445,1640,128,49,44.0172234999434
1059,4,2349,376,72,49,2.84981648114521
1059,8,2499,626,75,64,0.845143304945174
1059,88,3453,1638,54,49,43.3296968952091
1059,10,2663,644,88,55,0.492147456784777
1059,74,1210,713,206,184,19.8319766527255
1059,71,188,1663,90,41,36.6009786775784
1059,83,3173,1728,101,45,33.8495760415979
1059,15,3612,618,122,45,0.575427431138421
1059,66,2970,1087,245,107,47.4732630626109
1059,7,2799,629,78,57,0.903782206114902
1059,9,2400,499,57,58,0.723416047801299
1059,52,2394,1324,50,85,0.548342976684413
1059,5,2462,388,85,48,-0.107237672033616
1059,75,822,1477,95,39,48.7343440462784
1059,64,1636,1283,64,74,1.91188191412385
1059,67,601,1658,261,86,35.1364614736187
1060,79,1339,1113,226,106,35.626907252054
1060,12,3459,1884,181,97,1.04005467498226
1060,87,290,1239,102,42,20.2095123675174
1060,81,2093,1564,182,91,59.1693923527698
1060,6,2444,440,84,53,1.04748371966901
1060,86,1661,2084,38,47,1.60444565685285
1060,84,3430,1640,128,49,44.1079473918979
1060,4,2350,376,76,49,2.90870095657334
1060,8,2499,626,75,64,0.66641719009832
1060,88,3432,1638,50,50,56.2828492159513
1060,10,2663,644,88,55,0.41082913109763
1060,74,1214,708,206,186,19.6602428019253
1060,71,175,1662,92,42,36.808418944964
1060,83,3159,1729,107,44,35.0047553738168
1060,15,3612,618,122,45,0.466791598085212
1060,66,2986,1088,245,105,47.4362871065251
1060,7,2799,629,78,57,0.761764792739759
1060,9,2400,499,56,58,0.58052837644362
1060,52,2394,1324,50,85,0.451056672582301
1060,5,2462,388,85,48,-0.110150478119466
1060,75,805,1476,95,39,48.8903746090176
1060,64,1636,1283,64,74,1.61351898093818
1060,67,589,1657,262,86,35.1260469625921
1061,79,1351,1113,226,106,35.7625323612257
1061,12,3460,1884,182,97,1.34536071233037
1061,87,298,1241,102,42,21.5285946578341
1061,81,2073,1564,183,92,59.1299132449784
1061,6,2444,439,84,54,1.35504998069237
1061,86,1660,2083,38,43,1.6699396805245
1061,84,3418,1640,127,48,42.6531701952415
1061,4,2350,376,77,49,2.47896030331968
1061,8,2499,626,75,64,0.507260333045326
1061,88,3421,1638,52,50,44.3566045691221
1061,10,2663,644,88,55,0.336828409010144
1061,74,1219,703,205,187,19.821814347697
1061,71,163,1662,92,42,36.5015772317528
1061,83,3149,1729,102,45,34.122138259645
1061,15,3612,618,122,45,0.369140919993932
1061,66,3003,1089,245,107,47.8725823739761
1061,7,2799,629,79,57,0.631874511845626
1061,9,2400,499,56,58,0.452582224312929
1061,52,2394,1324,50,85,0.36312100178399
1061,5,2462,388,85,48,-0.110960745207889
1061,75,789,1476,96,40,48.5381569751306
1061,64,1636,1282,64,75,1.81944107940643
1061,67,577,1656,262,86,35.1165762449053
1062,79,1363,1112,226,107,35.8838417828098
1062,12,3459,1884,182,97,1.62356053327206
1062,87,304,1242,102,41,20.2547708298972
1062,81,2053,1564,182,92,59.0840243368229
1062,6,2445,439,84,54,1.63499551765796
1062,86,1661,2082,35,42,1.7524301571325
1062,84,3402,1640,128,48,43.3579371497015
1062,4,2350,376,79,49,2.08335313822884
1062,8,2499,626,75,64,0.366800387983266
1062,88,3406,1638,52,51,44.1758847279125
1062,10,2663,643,88,55,0.74903347498348
1062,74,1224,698,203,189,19.9682274946197
1062,71,151,1663,92,42,36.242291036596
1062,83,3137,1729,102,44,34.2697160059583
1062,15,3613,618,123,45,0.761109029309722
1062,66,3019,1089,245,108,47.7695410379854
1062,7,2799,629,79,57,0.514031517796926
1062,9,2400,499,57,58,0.339006262287863
1062,52,2394,1324,49,85,0.284294341094553
1062,5,2462,388,86,48,-0.110002295250183
1062,75,771,1474,97,40,49.2264094592726
1062,64,1636,1282,64,75,1.52861233971175
1062,67,565,1656,263,87,35.0881098640584
1063,79,1377,1111,226,106,36.9284269071045
1063,12,3459,1884,182,97,1.39601048763017
1063,87,311,1242,103,41,20.2005996382654
1063,81,2032,1564,182,92,59.5124569871349
1063,6,2445,439,84,53,1.40873556129538
1063,86,1661,2080,38,42,2.31834653953604
1063,84,3389,1640,128,48,42.4949760309827
1063,4,2351,376,79,50,2.20109795498938
1063,8,2499,626,75,64,0.244032890515761
1063,88,3395,1638,54,50,38.653219683579
1063,10,2663,643,89,55,0.646341171570347
1063,74,1228,692,202,190,20.1668938108546
1063,71,138,1663,93,42,36.46750035557
1063,83,3126,1730,99,46,33.9455095851483
1063,15,3613,618,123,45,0.641329773165876
1063,66,3036,1090,244,107,48.1593374570997
1063,7,2799,628,79,57,0.886992392118341
1063,9,2400,499,56,58,0.239111312396889
1063,52,2394,1324,49,85,0.21424054336232
1063,5,2462,387,86,48,0.371420741069781
1063,75,755,1473,97,39,48.8573318676309
1063,64,1636,1282,63,77,1.26308021512965
1063,67,553,1655,264,87,35.0822532214287
1064,79,1388,1111,227,106,36.4054144279625
1064,12,3459,1884,181,97,1.18530525315396
1064,87,318,1243,101,42,20.2268982867701
1064,81,2012,1563,182,92,59.4277907046454
1064,6,2445,439,85,53,1.19892070279173
1064,86,1661,2079,39,40,2.01836597884465
1064,84,3372,1640,129,49,43.6861082224701
1064,4,2352,376,82,50,2.30996833701363
1064,8,2499,626,75,65,0.137857789643825
1064,88,3378,1638,52,50,42.5306768223505
1064,10,2663,643,89,56,0.551010194502628
1064,74,1232,687,201,192,19.9582048182993
1064,71,126,1663,93,41,36.197277583395
1064,83,3113,1730,104,45,34.5853580007701
1064,15,3613,618,123,46,0.531795673328191
1064,66,3052,1091,247,108,48.0281717134594
1064,7,2799,628,79,56,0.749476244831528
1064,9,2400,499,57,58,0.152119886079777
1064,52,2395,1325,49,85,0.829958953853875
1064,5,2462,387,86,49,0.332129138046637
1064,75,738,1472,96,39,48.995194938348
1064,64,1637,1282,62,76,1.50159923538547
1064,67,541,1654,265,86,35.0772363090202
1065,79,1402,1110,227,106,37.3581573359776
1065,12,3460,1883,181,96,1.66918981887833
1065,87,324,1243,100,42,19.38335256017
1065,81,1991,1563,181,92,59.8078611769938
1065,6,2445,439,85,52,1.00593902374521
1065,86,1660,2078,40,41,2.1012824437814
1065,84,3357,1639,129,51,43.7943102152193
1065,4,2354,377,84,50,3.00189666452308
1065,8,2499,626,75,65,0.0471113809008438
1065,88,3366,1638,52,51,39.5914680680909
1065,10,2663,643,89,56,0.463235064649263
1065,74,1237,682,200,193,20.0845068228135
1065,71,114,1663,93,41,35.9531495895164
1065,83,3102,1729,101,44,34.231467669675
1065,15,3613,617,124,46,0.911437207365133
1065,66,3069,1091,245,107,48.3629668218089
1065,7,2798,629,78,55,1.30093763251936
1065,9,2400,499,57,58,0.0771921664765617
1065,52,2395,1325,49,85,0.715493260230588
1065,5,2462,387,86,48,0.294403774308291
1065,75,721,1471,97,39,49.1193294690529
1065,67,529,1653,264,87,35.0729949774312
1066,79,1414,1109,226,106,37.2509970215853
1066,12,3460,1883,180,96,1.43220093051113
1066,87,329,1245,101,40,18.2683077380399
1066,81,1971,1562,181,92,59.6784319320248
1066,6,2445,439,85,52,0.829866678481552
1066,86,1660,2075,39,44,3.27200843321469
1066,84,3343,1640,132,49,43.3989981416403
1066,4,2357,376,84,50,4.07544346681508
1066,8,2499,626,74,65,-0.0294060737494559
1066,88,3352,1638,54,50,39.5997830113729
1066,10,2663,643,90,56,0.383066946913904
1066,74,1241,676,199,194,20.2646554345231
1066,71,101,1663,93,41,36.2134241661
1066,83,3089,1730,105,44,34.8606311660863
1066,15,3613,617,123,46,0.779142782770402
1066,66,3086,1092,246,107,48.6737807366738
1066,7,2799,628,79,56,1.80324973533717
1066,9,2400,499,57,58,0.0134486365701156
1066,52,2395,1325,49,85,0.609305795065739
1066,5,2462,387,86,48,0.258543120317747
1066,75,705,1470,97,39,48.7520407228763
1066,67,516,1652,264,88,35.5469371567913
1067,79,1428,1109,226,106,38.0674483582843
1067,12,3461,1883,179,96,1.69207652697805
1067,87,336,1247,101,41,18.7627735355134
1067,81,1950,1561,181,91,60.0288048295852
1067,6,2445,439,85,52,0.670518068350033
1067,86,1659,2071,38,46,4.9736404961511
1067,84,3328,1640,130,49,43.5014739031758
1067,4,2358,376,85,50,4.01240317367018
1067,8,2499,625,74,65,0.38609412628737
1067,88,3333,1638,52,50,44.2849710400204
1067,10,2663,643,90,56,0.310436471136797
1067,74,1245,671,196,196,20.039053068251
1067,71,90,1663,93,41,35.4972441409391
1067,83,3079,1730,101,45,33.9761067791521
1067,15,3614,617,125,46,1.13612126199036
1067,66,3103,1092,246,107,48.9330854548704
1067,7,2799,628,79,56,1.57968202733856
1067,9,2400,499,57,59,-0.0400104287447131
1067,52,2395,1325,49,85,0.511600309255248
1067,5,2462,387,86,48,0.22476907852752
1067,75,688,1470,95,38,48.8788742697114
1067,67,504,1652,264,89,35.4813640320783
1068,79,1441,1108,226,106,38.3289824697059
1068,12,3462,1883,179,96,1.92720668892958
1068,87,342,1248,100,42,18.349945588607
1068,81,1930,1561,182,92,59.848961010963
1068,6,2446,440,85,51,1.20490114011719
1068,86,1658,2068,37,50,5.78581243050844
1068,84,3316,1641,131,50,42.1609063818392
1068,4,2359,376,84,50,3.9435216231246
1068,8,2500,625,75,64,0.770505352203616
1068,88,3322,1638,52,50,40.8125006862996
1068,10,2663,643,90,56,0.245174576662112
1068,74,1250,665,195,196,20.5041002359703
1068,71,77,1663,93,42,35.8058854879477
1068,83,3065,1731,106,44,35.0995778717999
1068,15,3615,617,126,45,1.46057995401825
1068,66,3119,1093,246,108,48.6942976100494
1068,7,2798,629,78,53,2.04700658482605
1068,9,2400,499,56,59,-0.0840883782317234
1068,52,2395,1325,49,84,0.42242202943587
1068,5,2463,387,86,48,0.672237167726517
1068,75,671,1469,96,39,49.0083220654961
1068,67,491,1651,264,88,35.9161796127338
1069,79,1454,1108,226,106,38.5239278537409
1069,12,3462,1883,178,96,1.65919434374483
1069,87,348,1249,100,41,18.0226248299707
1069,81,1910,1561,182,91,59.6751923457857
1069,6,2446,440,85,50,1.01694945248836
1069,86,1657,2064,36,51,7.04575187852096
1069,84,3301,1641,127,48,42.3662184806031
1069,4,2360,376,83,50,3.87077467167706
1069,8,2500,625,75,65,0.644273455687103
1069,88,3306,1638,53,49,42.2370978400957
1069,10,2663,643,90,57,0.187031398349543
1069,74,1254,660,196,198,20.2517454450697
1069,71,66,1664,95,42,35.1578530131594
1069,83,3056,1731,99,45,33.7104173866804
1069,15,3615,617,127,46,1.27408365895808
1069,66,3136,1094,246,107,48.943427138136
1069,7,2796,632,74,48,3.51767447096697
1069,9,2400,499,55,57,-0.11967827380002
1069,52,2395,1326,49,84,0.820683924170295
1069,5,2463,387,86,48,0.600140761522284
1069,75,654,1468,96,38,49.1252317387178
1069,67,480,1650,264,88,35.3551990775416
1070,79,1467,1107,226,106,38.6955048737055
1070,12,3463,1883,178,96,1.8898026298453
1070,87,354,1250,101,40,17.7622509097117
1070,81,1890,1561,181,91,59.5090609720927
1070,6,2446,440,85,50,0.844917627172948
1070,86,1657,2062,34,50,6.87429073292335
1070,84,3285,1640,130,49,43.0526744858412
1070,4,2360,376,83,50,3.31686935371554
1070,8,2500,625,75,64,0.529304471130844
1070,88,3294,1638,52,49,40.2970035081497
1070,10,2664,643,90,57,0.614694101070041
1070,74,1258,654,193,199,20.4043127542695
1070,71,50,1664,96,44,36.9456593418775
1070,83,3042,1731,104,44,34.8351306499061
1070,15,3615,617,126,45,1.09947794407413
1070,66,3152,1095,247,107,48.6831704911913
1070,7,2797,631,76,50,3.79977980677955
1070,9,2400,499,56,59,-0.147651419207835
1070,52,2395,1326,49,84,0.705285350526778
1070,5,2463,387,86,48,0.531055111380436
1070,75,638,1468,95,38,48.7368650879816
1070,67,468,1649,265,88,35.3167532401004
1071,79,1480,1106,226,106,38.8282804045457
1071,12,3463,1883,177,96,1.61856334003174
1071,87,360,1251,101,42,17.5551850173973
1071,81,1870,1561,180,91,59.3517595657495
1071,6,2446,440,85,50,0.688723231218823
1071,86,1657,2060,35,50,6.72432928929982
1071,84,3273,1641,131,50,41.7622250906847
1071,4,2359,376,84,51,3.28416731549074
1071,8,2500,625,75,64,0.42544074748645
1071,88,3279,1639,53,49,40.9574236087382
1071,10,2663,642,90,56,1.20430697723952
1071,74,1262,648,191,200,20.5406287363646
1071,71,42,1664,91,45,34.7498026939195
1071,83,3030,1731,103,47,34.9041271278297
1071,15,3615,617,126,45,0.937380932784714
1071,66,3170,1095,247,108,49.3794505557871
1071,7,2798,630,76,51,4.04020089851023
1071,9,2400,499,57,59,-0.168848095929076
1071,52,2396,1326,49,84,1.07746973767756
1071,5,2463,387,86,48,0.465503359739799
1071,75,621,1467,97,39,48.8740006799557
1071,67,456,1649,264,89,35.2611262862979
1072,79,1494,1106,226,106,39.3872833158952
1072,12,3463,1882,178,96,1.84707422245619
1072,87,365,1252,101,41,16.8192569433045
1072,81,1849,1560,180,91,59.694553709427
1072,6,2446,439,85,50,1.02706482081588
1072,86,1657,2059,35,48,6.04362100590329
1072,84,3258,1642,132,49,42.0228591303586
1072,4,2360,376,83,50,3.25136844655166
1072,8,2500,625,75,65,0.33238687739307
1072,88,3263,1639,55,50,42.1558868938133
1072,10,2663,642,90,56,1.06251125584598
1072,74,1266,643,189,200,20.2743344457271
1072,71,34,1664,80,45,32.7463231910779
1072,83,3019,1731,102,45,34.48337257427
1072,15,3615,617,126,45,0.788124729760191
1072,66,3186,1096,247,108,49.063128267649
1072,7,2798,630,77,53,3.56483963960449
1072,9,2401,499,59,60,0.294930583559288
1072,52,2396,1326,50,84,0.936497321827625
1072,5,2463,387,86,48,0.403870531066588
1072,75,604,1466,98,39,48.9993136676946
1072,67,443,1648,265,88,35.7074984989577
1073,79,1508,1105,224,106,39.891943728932
1073,12,3463,1883,177,96,2.0537130930784
1073,87,371,1253,100,41,16.7585614355983
1073,81,1829,1560,181,91,59.5133040574425
1073,6,2446,439,86,50,0.858558014713855
1073,86,1657,2058,34,47,5.45178853049176
1073,84,3244,1643,132,50,41.7878390196857
1073,4,2361,376,82,49,3.21897209847796
1073,8,2500,625,74,64,0.24973670539381
1073,88,3252,1640,55,50,39.9018275918488
1073,10,2664,642,90,56,1.4073743234971
1073,74,1271,636,188,201,21.0813185588866
1073,71,29,1663,69,42,29.5435416638907
1073,83,3009,1731,100,46,33.6167240032546
1073,15,3615,618,127,45,1.13079842536176
1073,66,3204,1096,247,108,49.7069624835995
1073,7,2799,629,79,54,3.79251879375068
1073,9,2402,499,59,61,0.721024519276291
1073,52,2396,1327,50,85,1.28390564075412
1073,5,2463,387,86,48,0.346420570554793
1073,75,587,1465,98,38,49.1129012823065
1073,67,432,1647,264,89,35.1592498799421
1074,79,1522,1104,225,106,40.3282059475793
1074,12,3463,1882,177,95,2.2390311430165
1074,87,377,1255,100,41,16.8528897484949
1074,81,1808,1559,181,91,59.8337072376534
1074,6,2446,439,86,50,0.705107897286905
1074,86,1657,2057,33,46,4.93642820994585
1074,84,3230,1642,126,49,41.5782176347681
1074,4,2361,376,82,49,2.70838870785568
1074,8,2500,625,74,64,0.176997526957985
1074,88,3235,1640,53,50,41.7712214042723
1074,10,2664,643,90,56,1.71771195388114
1074,74,1274,631,186,203,20.4866899085356
1074,71,23,1662,54,43,27.1221343088953
1074,83,2997,1731,102,46,33.7846308061265
1074,15,3615,618,127,45,0.964382360306003
1074,66,3221,1097,247,107,49.8201146389628
1074,7,2799,630,77,53,3.78916251012833
1074,9,2401,499,58,60,1.10935073903269
1074,52,2396,1327,50,84,1.11918891430191
1074,5,2463,387,86,48,0.293312365401901
1074,75,571,1466,97,38,48.7368948168091
1074,67,419,1646,265,89,35.6118032700089
1075,79,1536,1104,224,105,40.683802576075
1075,12,3463,1882,178,95,1.92480230707013
1075,87,384,1255,105,43,17.3100687601091
1075,81,1788,1560,180,93,59.6436653795564
1075,6,2446,439,86,50,0.566500106629306
1075,86,1657,2055,34,43,5.0034879495161
1075,84,3215,1642,128,51,41.855184681338
1075,4,2362,376,82,49,2.72085275510675
1075,8,2500,625,74,64,0.113611583610737
1075,88,3219,1639,52,50,42.7557904694845
1075,10,2664,642,90,56,1.99462777408826
1075,74,1278,625,184,204,20.5993147804133
1075,71,18,1662,42,43,24.441668150292
1075,83,2986,1731,99,45,33.4630674134309
1075,15,3615,618,126,45,0.811119397877614
1075,66,3237,1097,248,107,49.4183664098203
1075,7,2799,629,79,54,3.7734402542212
1075,9,2402,499,59,61,1.46039657978643
1075,52,2396,1327,50,84,0.965064114493698
1075,5,2463,387,86,48,0.244614679836377
1075,75,553,1465,98,40,49.3489637117367
1075,64,1634,1274,66,79,1.61474473972671
1075,67,407,1645,264,90,35.5473265307624
1076,79,1550,1104,225,105,40.9823120599021
1076,12,3463,1882,178,95,1.63387874899998
1076,87,388,1256,105,42,16.2110879328576
1076,81,1768,1559,182,93,59.4654742440382
1076,6,2446,439,85,50,0.442336769479302
1076,86,1656,2055,34,42,4.56095485865163
1076,84,3203,1643,124,49,40.6954338395228
1076,4,2361,376,82,48,2.73409514614393
1076,8,2500,625,74,64,0.0589749820077466
1076,88,3207,1640,51,50,41.2674118600286
1076,10,2664,642,90,56,1.76053566463353
1076,74,1281,618,183,204,20.8932202779943
1076,83,2974,1732,99,45,33.6724007845522
1076,15,3615,618,124,45,0.67110546426083
1076,66,3254,1098,249,108,49.534276282241
1076,7,2800,629,80,55,3.74761735512343
1076,9,2402,499,60,62,1.29611785348958
1076,52,2396,1327,50,84,0.822061058178231
1076,5,2463,386,86,48,0.679320825719098
1076,75,536,1463,101,39,49.4708305614692
1076,64,1633,1272,66,81,2.41785447814
1076,67,395,1644,266,89,35.486474865802
1077,79,1563,1103,225,105,40.7681177320416
1077,12,3463,1882,179,95,1.36671586090078
1077,87,391,1257,100,42,14.7599042395471
1077,81,1747,1558,182,92,59.7782429976292
1077,6,2446,439,85,49,0.332072544158413
1077,86,1656,2055,34,41,3.67178261699828
1077,84,3187,1644,127,48,41.556064598732
1077,4,2362,376,82,49,2.74779269988802
1077,8,2500,626,74,64,0.491455045055914
1077,88,3189,1640,52,50,43.3578500502666
1077,10,2664,642,89,56,1.53899142141292
1077,74,1284,612,182,205,20.7230717121268
1077,83,2962,1732,99,45,33.8480325368787
1077,15,3615,618,125,45,0.544225430970933
1077,66,3272,1099,249,107,50.1103423325795
1077,7,2799,630,78,53,3.91214413527141
1077,9,2402,499,60,61,1.13975124089606
1077,52,2396,1327,49,83,0.690458508180954
1077,5,2463,387,86,48,1.07545764649357
1077,75,519,1463,100,39,49.5222013859033
1077,64,1633,1272,66,79,2.07817335913493
1077,67,384,1644,265,89,34.9306243278637
1078,79,1577,1102,225,105,41.0257041612226
1078,12,3463,1883,178,96,1.60234479626556
1078,87,393,1258,92,42,13.021957654849
1078,81,1727,1558,182,92,59.5706721515588
1078,6,2446,439,85,50,0.235046909774062
1078,86,1655,2054,35,40,3.58864398757498
1078,84,3173,1643,128,50,41.3943375858631
1078,4,2362,376,82,49,2.28266781067409
1078,8,2500,626,74,63,0.40949998439539
1078,88,3178,1640,50,50,41.3159900464677
1078,10,2664,643,89,56,1.81019777415479
1078,74,1288,606,181,205,20.804343383104
1078,83,2949,1732,102,45,34.4900915959355
1078,15,3615,618,126,45,0.43018951989883
1078,66,3289,1099,250,106,50.1347455746106
1078,7,2799,630,78,53,3.37525690764768
1078,9,2403,499,62,62,1.47130116247463
1078,52,2396,1327,49,82,0.570321350655933
1078,5,2463,387,86,48,0.954528319539325
1078,75,504,1463,98,40,48.607036457619
1078,64,1633,1271,67,78,2.24272347430156
1078,67,371,1643,267,90,35.3999762559455
1079,79,1592,1102,224,107,41.7007287372239
1079,12,3463,1883,178,95,1.33953739110387
1079,87,400,1259,98,43,13.9265871917353
1079,81,1707,1557,182,92,59.3898054839161
1079,6,2446,439,85,49,0.150512843075595
1079,86,1655,2053,35,38,3.32264388310548
1079,84,3158,1643,128,48,41.713905610571
1079,4,2362,376,81,48,1.86038856784665
1079,8,2500,626,74,63,0.334986829528543
1079,88,3163,1640,51,49,41.6857350541794
1079,10,2664,643,89,56,1.57405346746747
1079,74,1292,600,178,206,20.8751922505884
1079,83,2936,1732,104,45,35.0762994959139
1079,15,3615,618,126,45,0.328566295698466
1079,66,3306,1100,248,106,50.1600973457729
1079,7,2800,629,80,55,3.55432238873465
1079,9,2404,500,63,63,1.96798143301342
1079,52,2397,1328,50,81,1.1389443282393
1079,5,2463,387,87,48,0.839416996668913
1079,75,486,1462,97,40,49.2202096477697
1079,64,1633,1271,66,76,1.9110875890226
1079,67,359,1642,266,90,35.3526576702076
1080,79,1606,1101,223,105,41.83216298399
1080,12,3463,1883,178,96,1.10020527036723
1080,87,406,1260,99,44,14.2732131902852
1080,81,1687,1556,182,92,59.2230223505809
1080,6,2446,439,85,49,0.0776620543449541
1080,86,1654,2053,35,38,3.09575372389742
1080,84,3143,1644,126,48,42.0260258857646
1080,4,2362,376,81,48,1.48013300272971
1080,8,2500,626,74,63,0.267790012808307
1080,88,3144,1640,52,48,44.1127035556546
1080,10,2665,643,90,56,1.83254396653614
1080,74,1296,594,176,208,20.9362881022906
1080,83,2924,1733,106,45,35.1481101954145
1080,15,3616,618,126,45,0.717813183769261
1080,66,3323,1100,249,107,50.1589773968004
1080,7,2801,628,82,56,3.71226646652387
1080,9,2405,500,63,63,2.21628091007882
1080,52,2397,1328,50,81,0.980573908051184
1080,5,2463,387,87,48,0.730863545233505
1080,75,468,1461,98,39,49.7810337212609
1080,64,1634,1276,63,64,4.04825648045759
1080,67,347,1641,266,90,35.3090117384121
1081,79,1621,1101,225,105,42.3898947049116
1081,12,3463,1883,178,96,0.884015454119702
1081,87,411,1261,100,44,14.1226520205123
1081,81,1667,1556,183,93,59.0584973967023
1081,6,2446,440,85,48,0.494647839553731
1081,86,1653,2049,36,42,4.42365175429968
1081,84,3129,1645,124,46,41.8345878056663
1081,4,2362,376,82,48,1.14059492662724
1081,8,2500,626,74,63,0.20769677965516
1081,88,3132,1640,51,48,42.6360037799252
1081,10,2665,643,90,57,1.58544557677799
1081,74,1299,588,175,209,20.7474454575145
1081,83,2912,1733,107,45,35.1870928506972
1081,15,3615,618,126,45,1.07539922146457
1081,66,3340,1101,250,106,50.162646134182
1081,7,2801,628,82,57,3.17282509672417
1081,9,2405,500,63,63,1.95501146290708
1081,52,2397,1329,51,82,1.31279568983839
1081,5,2463,387,86,48,0.629389503175427
1081,75,451,1460,100,39,49.8116313704407
1081,64,1634,1272,64,74,5.46677340532572
1081,67,335,1641,265,89,35.2491539540914
1082,79,1635,1100,225,105,42.413167296631
1082,12,3462,1883,178,96,1.16934948656495
1082,87,416,1262,100,45,14.0072657110264
1082,81,1647,1556,182,93,58.9091791594808
1082,6,2446,440,85,48,0.399699491177077
1082,86,1653,2044,36,44,6.06149773869436
1082,84,3115,1645,126,46,41.6434997987503
1082,4,2362,376,83,48,0.840082813401506
1082,8,2500,626,74,62,0.154424662356995
1082,88,3118,1641,53,48,42.3554425757862
1082,10,2665,643,90,57,1.35561462910186
1082,74,1301,581,173,211,20.8457926354265
1082,83,2900,1733,107,45,35.2162106123237
1082,15,3616,618,126,45,1.40126055005836
1082,66,3358,1101,250,106,50.6223722439745
1082,7,2799,630,78,53,4.03014965832962
1082,9,2404,500,62,63,2.18689367589795
1082,52,2398,1329,50,81,1.61396491556107
1082,5,2463,387,87,48,0.535326296484534
1082,75,433,1459,101,39,50.3123268963695
1082,64,1633,1271,64,77,5.50456883726925
1082,67,322,1640,266,91,35.6921675625529
1083,79,1649,1099,224,105,42.4100456848006
1083,12,3462,1882,179,95,1.43345597550576
1083,87,421,1263,99,44,13.9227922337954
1083,81,1626,1555,183,93,59.2651668931334
1083,6,2446,440,85,47,0.314474258538568
1083,86,1653,2040,36,48,7.06504626565409
1083,84,3101,1646,124,46,41.4881868886062
1083,4,2362,376,83,48,0.576608100263212
1083,8,2500,626,74,63,0.107637107798211
1083,88,3106,1641,53,48,41.0828485468197
1083,10,2665,643,90,56,1.14359899006777
1083,74,1305,575,170,213,20.900205988255
1083,83,2888,1733,107,46,35.2366566252664
1083,15,3616,618,127,45,1.21681054460072
1083,66,3375,1102,249,106,50.5682006841895
1083,7,2798,631,77,51,4.13110344029375
1083,9,2404,500,62,62,1.91233994292125
