Frm,Track,xc,yc,w,h,Velocity(kmph)
2307,206,930,1014,96,38,42.3324778705453
2307,7,2799,635,81,59,0.902351320913498
2307,9,2406,508,74,62,1.60973094403108
2307,5,2459,394,87,48,0.415400796051418
2307,183,1119,133,35,37,1.63824183576909
2307,194,2482,772,33,23,3.74747619530188
2307,203,2248,897,74,34,22.9626244617151
2307,200,89,776,178,106,3.24210505208377
2307,195,2234,1576,207,106,60.8508162510946
2307,204,135,1191,210,96,10.1695666355617
2308,199,484,1087,237,110,26.7939994351259
2308,192,1449,1583,188,89,63.4037215809533
2308,12,3466,1888,179,93,1.38198724283853
2308,190,429,1279,287,220,5.47969413320881
2308,6,2443,447,86,50,0.774352907671007
2308,205,1057,163,27,28,3.11907094848703
2308,103,2579,673,49,82,-0.014127215735094
2308,188,3611,617,114,42,0.65326585428903
2308,198,969,1983,87,47,20.3983933675759
2308,4,2355,384,88,49,1.47045727902027
2308,8,2497,634,74,64,0.900242307192347
2308,10,2663,650,84,56,0.217844145077394
2308,197,2623,1761,111,41,46.0065877815807
2308,206,944,1013,95,39,42.3298145738706
2308,7,2798,635,80,59,1.24510328559373
2308,9,2406,509,74,63,1.81763945454551
2308,5,2459,394,87,48,0.343688808058873
2308,183,1119,133,35,38,1.35814849255108
2308,194,2483,772,33,23,3.5984820926436
2308,203,2257,896,71,33,23.4613429875438
2308,200,89,777,179,107,3.12499435298779
2308,195,2213,1577,207,106,60.9484232532578
2308,204,137,1192,209,97,9.69995492466919
2309,199,493,1089,237,110,26.9008485593496
2309,192,1428,1583,188,89,63.0404776222458
2309,12,3466,1889,180,95,1.66185443448285
2309,190,429,1280,289,220,4.97416991857155
2309,6,2443,447,85,50,0.653929255219766
2309,205,1058,163,27,27,3.10431239698642
2309,103,2579,673,49,82,-0.0384678963262527
2309,188,3611,617,114,42,0.558275991142434
2309,198,960,1981,87,45,21.602979439062
2309,4,2354,384,86,50,1.70575168500408
2309,8,2498,634,74,64,1.25377003959579
2309,10,2663,650,84,56,0.173028968204309
2309,197,2608,1761,111,41,45.6779010490775
2309,206,957,1013,95,38,41.8097147725715
2309,7,2798,635,80,59,1.07706786092696
2309,9,2406,508,74,63,2.00749787723203
2309,5,2459,394,87,48,0.278704243740417
2309,183,1120,133,35,39,1.58309967463827
2309,194,2483,774,33,21,3.94288395052145
2309,203,2267,895,68,32,24.3976736192005
2309,200,89,777,179,107,2.54499569002829
2309,195,2193,1580,206,106,60.6510019719128
2309,204,140,1192,209,98,9.6267849553434
2310,199,502,1091,236,111,26.9894359339186
2310,192,1407,1584,189,90,62.7207583535005
2310,12,3466,1889,179,94,1.43513313897641
2310,190,426,1281,299,221,5.55712859915095
2310,6,2443,447,85,50,0.543671024938782
2310,205,1059,162,28,27,3.28787650864739
2310,103,2579,673,49,82,-0.0582387437090859
2310,188,3611,617,113,42,0.470678786974321
2310,198,954,1980,86,45,21.1843416889743
2310,4,2353,384,85,49,1.92014149711266
2310,8,2498,634,74,64,1.09461055641063
2310,10,2663,650,84,56,0.133033390122402
2310,197,2592,1762,109,42,45.867936347818
2310,206,971,1012,96,40,41.813732822072
2310,7,2798,635,80,60,0.920790954900017
2310,9,2407,509,75,64,2.37788486768255
2310,5,2459,394,87,48,0.220298589345336
2310,183,1120,133,34,39,1.31165414008823
2310,194,2484,775,33,21,3.97780368542405
2310,203,2275,896,71,35,24.2991012586762
2310,195,2172,1582,206,105,60.79411775352
2310,204,143,1192,209,98,9.55254075728936
2311,199,511,1092,238,113,26.9828263298921
2311,192,1385,1584,190,92,62.89934429581
2311,12,3465,1889,181,95,1.70354459428427
2311,190,428,1283,296,223,5.9381572645272
2311,6,2443,447,85,49,0.4435316165084
2311,205,1060,162,27,26,3.25479551123415
2311,103,2580,673,49,82,0.40510099749079
2311,188,3611,617,113,41,0.39054962067957
2311,198,946,1979,86,44,21.7316313807256
2311,4,2353,384,80,49,1.63490370797547
2311,8,2498,634,75,64,0.945491370023106
2311,10,2663,650,84,56,0.0976543241709546
2311,197,2576,1762,108,41,46.0239498201372
2311,206,987,1011,95,39,42.7599768924512
2311,7,2798,635,80,60,0.776642257392227
2311,9,2406,510,73,65,2.71302714168195
2311,5,2459,394,87,49,0.168250786770005
2311,183,1120,133,34,39,1.06551541444272
2311,194,2484,776,34,23,3.81065642181757
2311,203,2283,894,71,36,24.2928834928118
2311,195,2150,1583,205,105,61.3676433529943
2311,204,146,1192,210,98,9.47849403381698
2312,199,521,1094,237,112,27.5156914094204
2312,192,1363,1584,189,92,63.0659634739628
2312,12,3466,1890,179,95,2.14404650903103
2312,190,430,1284,297,224,6.00668902919393
2312,6,2443,447,85,49,0.353322950175026
2312,205,1061,161,26,25,3.42071263801326
2312,103,2580,673,49,82,0.35020349642473
2312,188,3611,617,113,41,0.317841402438179
2312,198,938,1979,87,43,22.1849131178396
2312,4,2352,384,76,48,1.85147731480512
2312,8,2498,634,75,64,0.806959234831174
2312,10,2663,650,84,56,0.0666540379938898
2312,197,2561,1762,108,42,45.6838493137848
2312,206,1002,1011,95,38,43.1142057234041
2312,7,2798,635,79,60,0.644751902851268
2312,9,2407,511,74,67,3.01378101295661
2312,5,2459,394,87,49,0.1222824217581
2312,183,1120,133,34,38,0.844149645382033
2312,194,2485,777,34,23,3.85617071783587
2312,203,2295,893,72,35,26.1029184360288
2312,195,2129,1584,205,104,61.409321342956
2312,204,149,1192,210,97,9.40570602101057
2313,199,530,1095,235,113,27.4458479488421
2313,192,1341,1585,189,91,63.2310087738391
2313,12,3465,1890,180,95,2.34281116536997
2313,190,430,1285,299,225,5.47933647372431
2313,6,2443,447,86,49,0.272741505320114
2313,205,1061,160,27,25,3.37105085104448
2313,103,2580,673,50,82,0.299172239114843
2313,188,3610,617,113,41,0.731406271198279
2313,198,930,1978,87,44,22.6099359566691
2313,4,2355,385,77,48,3.08380997462258
2313,8,2498,634,75,64,0.679314946726499
2313,10,2664,651,84,57,0.717178872324712
2313,197,2545,1762,106,41,45.8493058933946
2313,206,1016,1011,95,38,42.9393097568022
2313,7,2798,635,79,60,0.52504794734736
2313,9,2408,511,76,69,3.08296017568568
2313,5,2459,394,87,49,0.0820712597676844
2313,183,1120,134,35,38,1.12574650395001
2313,194,2485,778,34,24,3.69966852420253
2313,203,2303,892,69,33,25.8400534675918
2313,195,2108,1586,206,105,61.4757171945475
2313,204,152,1192,209,98,9.33504538050975
2314,199,540,1098,235,113,28.0350994040839
2314,192,1320,1585,188,90,62.89251920068
2314,12,3466,1890,180,95,2.51728886147413
2314,190,427,1285,304,223,5.95887963639289
2314,6,2443,447,86,49,0.201391778461884
2314,205,1062,159,28,26,3.52135575779213
2314,103,2580,673,50,82,0.252123575680098
2314,188,3610,617,112,40,0.630109959787253
2314,198,924,1977,87,43,22.0297527134144
2314,4,2358,385,78,48,4.12606061684658
2314,8,2498,635,75,64,1.04165022105211
2314,10,2664,651,84,57,0.633457935234639
2314,197,2529,1763,107,41,46.0136253714589
2314,206,1032,1010,97,39,43.7349397412038
2314,7,2797,635,77,59,0.896291524271289
2314,9,2409,513,79,71,3.73033129598327
2314,5,2459,394,87,49,0.0472632017257045
2314,183,1120,134,35,38,0.908372208813643
2314,194,2486,780,35,25,4.1493822101526
2314,203,2310,892,70,32,25.076493463381
2314,195,2087,1587,206,104,61.4966095630308
2314,204,154,1192,208,98,8.78788796917497
2315,199,549,1100,234,113,27.9777013623047
2315,192,1298,1586,188,90,63.0741475226368
2315,12,3466,1889,180,96,2.66890195770078
2315,190,433,1287,295,225,7.99299089493314
2315,6,2443,447,86,49,0.138807239315457
2315,205,1064,158,28,26,4.04969463127335
2315,103,2581,673,50,82,0.688096885589592
2315,188,3609,617,111,41,1.01518550015878
2315,198,916,1976,88,43,22.4296022572202
2315,4,2359,385,78,47,4.10688916751209
2315,8,2498,634,74,64,1.371977201454
2315,10,2664,651,84,57,0.554168352689592
2315,197,2513,1763,109,41,46.1460046871148
2315,206,1047,1009,94,40,43.9649793396236
2315,7,2797,635,77,59,0.757203429464876
2315,9,2411,513,81,73,4.19917985267347
2315,5,2459,394,87,49,0.0174827433032349
2315,183,1120,133,36,38,1.19235755306011
2315,194,2487,780,35,26,3.96790082019418
2315,203,2320,891,72,32,25.831287587268
2315,195,2066,1588,207,104,61.5102336040731
2315,204,157,1192,208,98,8.76637243895212
2316,199,559,1102,234,114,28.3818807198522
2316,192,1277,1586,188,90,62.7518258799082
2316,12,3466,1890,180,96,2.79917591077195
2316,190,434,1288,293,225,7.49424306390427
2316,6,2443,447,87,50,0.0844688874834859
2316,205,1065,158,30,25,3.93495017546466
2316,103,2581,673,50,82,0.60616226898075
2316,188,3609,617,111,42,0.885902291854899
2316,198,908,1976,90,43,22.7494030753335
2316,4,2359,385,79,47,3.5942686790877
2316,8,2498,634,74,64,1.19169007884267
2316,10,2664,651,84,57,0.479750045671518
2316,197,2496,1764,107,41,46.7564367496291
2316,206,1062,1009,93,39,44.1385883119221
2316,7,2798,635,79,59,1.10882883178727
2316,9,2411,513,81,73,3.65689399445098
2316,5,2459,394,87,49,-0.00765797035195409
2316,183,1120,133,36,38,0.975997164084209
2316,194,2488,781,36,27,3.9991205518539
2316,203,2328,891,72,31,25.5301269420229
2316,195,2046,1588,207,104,61.0271843449327
2316,204,159,1192,207,98,8.26869808915136
2317,199,568,1104,235,116,28.2703804702374
2317,192,1255,1586,189,91,62.9381562351483
2317,12,3466,1890,179,96,2.43069897221265
2317,190,433,1289,296,225,7.02776978637901
2317,6,2444,447,87,51,0.516822394163319
2317,205,1067,158,30,24,4.30333828184027
2317,103,2581,673,50,82,0.528767559863798
2317,188,3609,618,111,42,1.24382324473823
2317,198,900,1975,89,43,23.0545759723106
2317,4,2361,385,78,47,4.07097437075099
2317,8,2497,635,74,64,1.70089636108638
2317,10,2664,651,84,57,0.410498791230414
2317,197,2481,1764,109,41,46.3363442308542
2317,206,1077,1009,94,39,44.2770209596103
2317,7,2798,635,80,59,0.950216169767697
2317,9,2409,512,77,70,4.22096653622017
2317,5,2459,394,87,50,-0.028551396906199
2317,183,1120,133,36,39,0.780832078486857
2317,194,2488,781,36,27,3.34956670605946
2317,203,2336,891,71,30,25.2456597936433
2317,195,2025,1588,207,106,61.0617077886314
2317,204,161,1193,207,98,7.93002528939563
2318,199,577,1106,237,116,28.156340536173
2318,192,1233,1587,188,91,63.1215549605582
2318,12,3466,1889,179,95,2.56599283835613
2318,190,433,1289,299,225,5.91772938554063
2318,6,2444,447,88,51,0.434387696116484
2318,205,1069,158,30,24,4.63356835974394
2318,103,2581,673,50,82,0.456306898745207
2318,188,3609,618,110,41,1.08848111997541
2318,198,892,1974,90,43,23.3158797747164
2318,4,2361,384,78,47,4.01614403795478
2318,8,2497,635,74,63,1.48459768036623
2318,10,2665,651,85,56,0.825586430908636
2318,197,2465,1764,113,41,46.4253462787287
2318,206,1092,1009,93,38,44.3840255108118
2318,7,2799,635,80,59,1.28268299409668
2318,9,2405,510,69,66,5.79713875443112
2318,5,2460,394,87,50,0.433412807909792
2318,183,1121,133,36,38,1.08525413991571
2318,194,2489,781,37,27,3.23646377473046
2318,203,2347,891,73,30,26.4171215081352
2318,195,2004,1589,207,104,61.1035080821032
2318,204,163,1193,206,98,7.51305392115161
2319,199,587,1109,238,116,28.6266062664314
2319,192,1211,1587,189,90,63.2790146954217
2319,12,3467,1889,179,94,2.6841480684242
2319,190,435,1290,295,225,5.97409237036858
2319,6,2444,447,88,51,0.359106956816513
2319,205,1070,158,28,24,4.44771407312797
2319,103,2581,674,50,82,0.868037748947726
2319,188,3609,618,111,41,0.942641866390082
2319,198,884,1973,90,42,23.5366774036452
2319,4,2362,385,79,47,4.15247582849691
2319,8,2497,635,74,64,1.28198781226195
2319,10,2665,652,85,56,1.20317519641418
2319,197,2449,1764,108,41,46.5023396848449
2319,206,1107,1008,92,39,44.4791569937316
2319,7,2799,635,81,60,1.1054999373024
2319,9,2402,510,62,64,6.5155024843868
2319,5,2460,394,86,50,0.376948686556136
2319,183,1122,133,35,38,1.36654910721348
2319,194,2490,782,37,27,3.33559779950052
2319,203,2356,890,73,30,26.5468000892257
2319,195,1982,1591,207,103,61.6514543323514
2319,204,165,1193,206,98,7.13980962277304
2320,199,596,1111,237,117,28.4610717314542
2320,192,1189,1587,190,90,63.4223858700937
2320,12,3467,1890,180,95,2.78624161949968
2320,190,436,1292,293,226,6.02913027907497
2320,6,2444,447,88,51,0.2909132753386
2320,205,1070,157,27,22,4.26979645077397
2320,103,2581,673,50,82,1.24219605567197
2320,188,3610,618,111,42,1.28589313842526
2320,198,877,1972,88,42,23.2455944193667
2320,4,2362,385,80,47,3.58848801850418
2320,8,2497,635,74,64,1.09380191670598
2320,10,2665,652,86,56,1.06486561111365
2320,197,2434,1764,108,41,46.0891631646952
2320,206,1124,1007,92,40,45.5051332184515
2320,7,2800,635,81,61,1.42016153472807
2320,9,2401,508,61,61,6.78256691379021
2320,5,2460,395,87,50,0.803215102970212
2320,183,1122,133,35,38,1.14537333978561
2320,194,2491,783,38,26,3.42997904015261
2320,203,2362,890,69,29,25.1884473560489
2320,195,1961,1591,207,104,61.6265228283394
2320,204,167,1193,207,99,6.80859875262853
2321,199,605,1112,236,118,28.2204403297119
2321,192,1168,1586,191,90,63.0842696523754
2321,12,3467,1889,181,94,2.87341007762029
2321,190,435,1294,295,224,6.0822498093637
2321,6,2444,447,88,51,0.229646295423999
2321,205,1071,157,27,23,4.10113814951488
2321,103,2581,673,50,82,1.10044501934429
2321,188,3611,618,113,42,1.59667456480692
2321,198,869,1971,88,42,23.4381102236195
2321,4,2361,384,80,46,3.74176678784711
2321,8,2498,635,74,65,1.39944252198082
2321,10,2665,652,86,56,0.933605951821411
2321,197,2419,1765,108,41,45.7245347472016
2321,206,1139,1005,94,38,45.5137142053289
2321,7,2800,635,81,62,1.22607502032513
2321,9,2403,509,65,63,7.0017399742938
2321,5,2460,395,87,50,0.711473155582171
2321,183,1123,133,34,38,1.42268917075481
2321,194,2492,784,38,26,3.51899799780309
2321,203,2371,891,70,30,25.4040040979066
2321,195,1940,1592,206,103,61.6103207061643
2321,204,169,1193,207,98,6.51738599135476
2322,199,615,1114,237,120,28.5395264162503
2322,192,1146,1587,191,89,63.2530069574727
2322,12,3467,1889,181,94,2.46782223610111
2322,190,435,1296,297,224,6.0199067383254
2322,6,2444,447,87,50,0.175069937817616
2322,205,1072,156,26,24,4.14123188894081
2322,103,2581,673,50,82,0.965785448551124
2322,188,3611,618,113,41,1.3967443240674
2322,198,860,1971,89,42,24.0488103114791
2322,4,2361,385,80,46,3.67699337761575
2322,8,2497,635,74,64,1.67712477055005
2322,10,2665,652,86,56,0.810171507980378
2322,197,2402,1764,106,41,46.3474549194589
2322,206,1154,1004,93,39,45.4520520435773
2322,7,2800,635,81,61,1.04583491198538
2322,9,2402,509,63,63,6.58558939413653
2322,5,2460,395,87,50,0.624331747198843
2322,183,1123,133,34,38,1.19736118267759
2322,194,2493,785,38,25,3.60222444154548
2322,203,2380,890,71,30,25.5984223326441
2322,195,1919,1593,207,103,61.5912744792813
2322,204,170,1192,207,97,5.9832078979121
2323,199,624,1116,235,121,28.3546030811496
2323,192,1124,1587,190,89,63.3962788654125
2323,12,3467,1889,181,94,2.09256009483158
2323,190,435,1296,298,224,5.00694825850768
2323,6,2444,447,87,51,0.126888332598359
2323,205,1073,156,26,25,3.97588756613236
2323,103,2581,673,50,82,0.839035913348341
2323,188,3611,618,114,42,1.20910597429577
2323,198,851,1969,91,41,24.6961632696598
2323,4,2361,385,81,46,3.13260651706532
2323,8,2497,635,75,65,1.4483527761268
2323,10,2665,652,87,57,0.6950947348446
2323,197,2387,1765,106,41,45.9597743846413
2323,206,1170,1004,92,41,45.8392615636049
2323,7,2800,635,81,61,0.879820741846209
2323,9,2402,509,63,63,5.70473943179384
2323,5,2460,395,87,50,0.542318705543993
2323,183,1123,133,34,38,0.991440509477416
2323,194,2495,786,38,25,4.07305325121458
2323,203,2388,891,72,31,25.296469000927
2323,195,1897,1594,206,103,62.0486159528725
2323,204,172,1192,207,97,5.79009177826616
2324,199,635,1118,236,121,29.117196962079
2324,192,1102,1587,191,89,63.5260670402574
2324,12,3467,1890,180,95,2.2271684734687
2324,190,440,1296,291,227,6.48177791758793
2324,6,2444,447,87,51,0.0847600126861108
2324,205,1074,156,24,24,3.82207483866886
2324,103,2581,673,50,82,0.720763781886241
2324,188,3611,618,114,42,1.03450373300581
2324,198,844,1969,89,42,24.2056988064095
2324,4,2361,385,81,46,2.63157263210557
2324,8,2497,635,75,64,1.23585506234792
2324,10,2665,652,87,56,0.588697339858811
2324,197,2372,1765,105,42,45.5878876304507
2324,206,1186,1003,93,40,46.188994628232
2324,7,2800,636,81,62,1.20714081259491
2324,9,2404,511,68,66,6.23948209702224
2324,5,2460,395,87,50,0.465799468751784
2324,183,1123,133,34,37,0.804770696243939
2324,194,2496,787,38,25,4.10874840230697
2324,203,2396,891,71,32,24.9876359439209
2324,195,1876,1595,206,104,61.9831798964381
2324,204,173,1192,207,97,5.1501628666093
2325,199,644,1121,236,123,28.9940111984883
2325,192,1081,1587,190,89,63.1636750631895
2325,12,3467,1889,180,95,2.34974493058061
2325,190,441,1297,290,227,6.11559536920251
2325,6,2444,447,87,52,0.0483104452762065
2325,205,1074,156,23,25,3.20095269653725
2325,103,2581,673,50,82,0.611318168281718
2325,188,3612,618,115,42,1.35236815247944
2325,198,835,1968,87,42,24.7241700643024
2325,4,2361,385,81,46,2.17414710029657
2325,8,2497,635,75,65,1.04008734489518
2325,10,2665,652,87,56,0.491120198646365
2325,197,2356,1765,105,41,45.7281992764872
2325,206,1202,1002,94,39,46.4886448282295
2325,7,2800,636,81,62,1.0267708189674
2325,9,2403,510,66,64,6.03833919524851
2325,5,2460,395,87,50,0.394998404244447
2325,183,1123,133,33,37,0.63693727578624
2325,194,2497,787,40,25,3.9403191138419
2325,203,2404,890,71,31,24.73458816729
2325,195,1855,1595,206,104,61.9061023497722
2325,204,175,1192,206,98,5.06160109415545
2326,199,654,1124,237,124,29.3277318430987
2326,192,1059,1587,189,89,63.310454379571
2326,12,3467,1889,180,95,1.98146059054613
2326,190,440,1299,294,228,6.17387596218038
2326,6,2444,447,87,52,0.0171429898280888
2326,205,1075,156,22,27,3.11402585755073
2326,103,2581,673,50,82,0.510860679060881
2326,188,3612,618,115,42,1.16195697018396
2326,198,826,1966,89,41,25.2603552797496
2326,4,2361,385,81,46,1.75990055175091
2326,8,2497,635,75,65,0.861183810518671
2326,10,2665,652,87,56,0.402351016592122
2326,197,2340,1766,104,41,45.8732939166586
2326,206,1218,1001,92,39,46.742037490602
2326,7,2800,636,81,62,0.860929111960771
2326,9,2402,508,63,62,6.23565719355488
2326,5,2460,395,87,50,0.330018700962911
2326,183,1123,133,32,38,0.48731630790292
2326,194,2498,789,40,25,4.3765199833475
2326,203,2414,890,73,31,25.4330573845428
2326,195,1834,1596,205,102,61.8422088839094
2326,204,177,1192,206,98,4.99886090456758
2327,199,665,1127,236,123,30.0830546945085
2327,192,1038,1587,190,90,62.965437283061
2327,12,3467,1890,181,95,2.12353677716449
2327,190,443,1300,289,228,6.67122672242657
2327,6,2444,447,87,52,-0.00915162014865396
2327,205,1075,157,21,30,3.03843258427617
2327,103,2581,673,50,82,0.419393867022749
2327,188,3613,618,116,42,1.46473369128839
2327,198,818,1965,88,40,25.1775119270283
2327,4,2361,385,81,46,1.38783780507465
2327,8,2497,634,75,65,1.17800887830346
2327,10,2665,652,87,57,0.322249699050994
2327,197,2325,1766,103,42,45.5126773046384
2327,206,1234,1000,92,39,46.9530498632752
2327,7,2800,636,81,62,0.709670867488879
2327,9,2402,508,63,62,5.33353618860491
2327,5,2460,395,87,50,0.270860776369189
2327,183,1123,133,32,38,0.355118023777087
2327,194,2499,789,39,25,4.18040030073566
2327,203,2423,890,70,31,25.5920158580839
2327,195,1813,1597,205,102,61.7798963647316
2327,204,178,1192,204,98,4.47956663769497
2328,199,674,1130,234,124,29.8430057544234
2328,192,1016,1587,190,89,63.129656021415
2328,12,3467,1890,181,95,1.77487953440229
2328,190,443,1301,290,229,6.08848673621554
2328,6,2444,447,87,52,-0.0309871685014304
2328,205,1076,158,21,31,3.17188789597161
2328,103,2581,673,50,82,0.336787350154921
2328,188,3611,618,113,42,2.21806155078686
2328,198,810,1964,87,41,25.0833189153203
2328,4,2361,384,81,46,1.53550644707778
2328,8,2497,635,75,65,1.46830003873239
2328,10,2665,652,87,57,0.250571433065454
2328,197,2308,1766,102,41,46.1425151190898
2328,206,1250,999,92,40,47.1255452719393
2328,7,2800,635,80,62,1.05182810310804
2328,9,2405,510,70,66,6.22822021701317
2328,5,2460,395,87,50,0.217439171164078
2328,183,1123,133,33,39,0.23942573718165
2328,194,2501,790,37,26,4.58992589211217
2328,203,2433,889,76,32,26.2369500885207
2328,200,90,786,180,100,2.2511725165072
2328,195,1791,1599,205,102,62.2308817235025
2328,204,180,1192,205,97,4.50163165551788
2329,199,684,1132,236,126,29.9505215086577
2329,192,993,1587,189,90,63.7598769592434
2329,12,3467,1890,182,96,1.45739909012208
2329,190,443,1302,291,227,5.55477089677173
2329,6,2444,447,87,52,-0.0487751147258215
2329,205,1076,158,21,31,2.61977516435792
2329,103,2581,673,50,82,0.262801594614927
2329,188,3611,618,113,41,1.94267210774613
2329,198,800,1963,91,41,25.9331020054635
2329,4,2361,385,82,45,1.67918990949502
2329,8,2497,635,75,65,1.25314130869322
2329,10,2665,652,87,57,0.186987516731537
2329,197,2291,1767,105,41,46.7325792217169
2329,206,1266,998,92,39,47.2633184572521
2329,7,2800,636,81,63,1.36514532970458
2329,9,2406,510,71,66,5.79070299385779
2329,5,2460,395,87,50,0.169597931402975
2329,183,1123,133,32,38,0.139230227354267
2329,194,2502,792,36,28,4.96044991596451
2329,203,2441,890,74,32,25.8683944083896
2329,200,90,786,179,98,1.76465538510086
2329,195,1769,1600,205,101,62.6062761693827
2329,204,181,1192,205,97,4.06054296407686
2330,199,694,1135,235,126,30.1527706277524
2330,192,972,1587,190,90,63.3761052051449
2330,12,3467,1890,181,96,1.17064778322806
2330,190,442,1303,293,227,5.26829231040762
2330,6,2444,447,87,52,-0.0629189116414844
2330,205,1077,158,22,32,2.5989724433054
2330,103,2581,673,50,82,0.197109395382851
2330,188,3612,617,114,41,2.36134689773466
2330,198,791,1962,89,41,26.2159960513511
2330,4,2361,385,81,45,1.33842492262136
2330,8,2497,635,75,65,1.05489539702397
2330,10,2665,652,87,56,0.131103999607459
2330,197,2276,1767,106,42,46.2958209177632
2330,206,1282,998,92,39,47.3550947823469
2330,7,2800,636,81,63,1.17074642005163
2330,9,2404,509,67,63,5.97479460094607
2330,5,2460,395,87,50,0.12712450003926
2330,183,1123,133,31,38,0.0534598314557349
2330,194,2503,793,35,29,4.89925603149649
2330,203,2451,890,76,32,26.4535452540216
2330,200,90,786,179,97,1.33214010954891
2330,195,1748,1601,205,102,62.4641499664673
2330,204,183,1192,204,97,4.15410605418409
2331,199,705,1139,236,126,30.9311933570397
2331,192,950,1587,190,91,63.5018896284059
2331,12,3467,1890,181,96,0.913798649356148
2331,190,440,1305,298,228,5.68939854608438
2331,6,2444,447,87,51,-0.073809375543491
2331,205,1077,158,24,33,2.10713329480685
2331,103,2582,674,50,82,0.816724633890553
2331,188,3612,618,115,42,2.5386710969278
2331,198,782,1960,86,41,26.5333567210881
2331,4,2361,385,81,46,1.03397181796786
2331,8,2497,635,75,66,0.873702951703158
2331,10,2665,652,88,56,0.0824782193971587
2331,197,2259,1768,104,42,46.8645717079231
2331,206,1297,997,93,40,46.9576012458882
2331,7,2800,636,82,63,0.991060787085085
2331,9,2404,509,67,63,5.06546719248251
2331,5,2460,395,87,50,0.0897621582717141
2331,183,1123,133,31,38,-0.0189934913624192
2331,194,2503,795,35,30,5.11722065472661
2331,203,2456,889,72,32,24.6341695147912
2331,200,90,785,179,96,1.43012571212791
2331,195,1726,1602,205,103,62.8057865823328
2331,204,184,1192,203,98,3.77789324227986
2332,199,714,1142,236,129,30.5658395025614
2332,192,928,1586,191,91,63.6263903049699
2332,12,3467,1890,181,96,0.685719986426759
2332,190,445,1305,291,231,7.11900940434085
2332,6,2445,448,87,51,0.595588513303243
2332,205,1079,159,29,34,2.73636399552582
2332,103,2582,674,50,82,0.705709993803068
2332,188,3611,618,114,41,2.69234742989026
2332,198,774,1959,87,41,26.2489119703143
2332,4,2361,385,83,47,0.764346452868019
2332,8,2497,635,75,66,0.70943013729575
2332,10,2665,653,88,56,0.519634200448957
2332,197,2243,1768,104,42,46.8870606121056
2332,206,1314,997,92,40,47.5209071831101
2332,7,2800,636,82,64,0.826317232716714
2332,9,2402,509,64,62,5.18902058144994
2332,5,2460,395,87,50,0.0572210718071528
2332,183,1123,133,32,39,-0.0792518459706982
2332,194,2504,797,34,32,5.42285631704707
2332,203,2464,889,71,31,24.3594702900025
2332,200,91,785,182,97,1.53384872511248
2332,195,1705,1603,205,104,62.6325134474124
2332,204,186,1193,204,99,4.04289522495994
2333,199,724,1146,235,131,30.8321305684745
2333,192,906,1586,192,92,63.7271969857488
2333,12,3467,1890,180,95,0.48504214939619
2333,190,447,1306,286,229,7.09932105104379
2333,6,2445,448,87,52,0.529429077733122
2333,205,1080,159,32,33,2.72561491450286
2333,103,2581,674,49,82,1.08155111344318
2333,188,3611,618,112,42,2.34499888857862
2333,198,764,1958,87,42,26.9225503738621
2333,4,2361,385,84,47,0.527795421860044
2333,8,2497,635,75,66,0.561715746641837
2333,10,2665,653,88,56,0.441170761488757
2333,197,2228,1768,104,43,46.4226728623346
2333,206,1329,997,92,39,47.0629101674287
2333,7,2801,636,82,63,1.1554875618363
2333,9,2403,510,66,63,5.0210437848163
2333,5,2460,395,87,50,0.0291880086487376
2333,183,1123,133,33,40,-0.128432549539708
2333,194,2505,798,33,33,5.30062954567611
2333,203,2473,889,70,31,24.5933745851666
2333,200,92,784,185,97,1.83924688212869
2333,195,1684,1604,206,104,62.4671604290359
2333,204,187,1193,204,99,3.7086309193988
2334,199,734,1149,236,133,30.9044913639443
2334,192,884,1585,192,90,63.8275066936625
2334,12,3467,1890,180,96,0.310216867624054
2334,190,446,1307,290,227,6.68056044257247
2334,6,2445,448,87,52,0.466346288166271
2334,205,1082,159,34,33,3.19843310094616
2334,103,2581,674,49,82,0.943573920792453
2334,188,3610,618,110,41,2.49920971324646
2334,198,755,1957,86,41,27.0436833786976
2334,4,2360,385,85,47,0.801367044253731
2334,8,2497,635,74,65,0.430013916249278
2334,10,2665,653,88,56,0.36910822715034
2334,197,2211,1769,103,42,46.9664681263261
2334,206,1346,996,93,39,47.6026709872336
2334,7,2801,637,82,64,1.45642573845337
2334,9,2403,510,66,63,4.18998927461926
2334,5,2460,395,87,49,0.00533480364687237
2334,183,1124,134,33,40,0.5097770667227
2334,194,2505,799,33,34,4.9826814285299
2334,203,2483,888,74,31,25.3156066582759
2334,200,93,784,187,98,1.92961657951898
2334,195,1662,1604,206,104,62.7784647606285
2334,204,188,1193,205,99,3.4176074751983
2335,199,743,1153,237,132,30.6743560156165
2335,192,862,1586,193,91,63.916017114302
2335,12,3467,1890,180,96,0.159569440232068
2335,190,444,1308,294,228,6.68658238028415
2335,6,2445,448,87,52,0.40676397427245
2335,205,1084,159,37,32,3.63220305938876
2335,103,2581,674,49,82,0.814379729099259
2335,188,3610,618,110,41,2.15515445305153
2335,198,745,1956,87,42,27.6114147307836
2335,4,2360,386,85,47,1.06106921397112
2335,8,2497,636,74,65,0.792633402094016
2335,10,2665,653,88,56,0.303456103372372
2335,197,2195,1769,105,42,46.966603636999
2335,206,1362,995,92,39,47.6049863679996
2335,7,2801,636,81,63,1.72933899281532
2335,9,2402,509,64,62,4.11125510378832
